iter	Logloss	F1
395	0.1833193683	0.74669967
396	0.1832196667	0.74669967
397	0.1830645228	0.7475247525
398	0.1828212327	0.748349835
399	0.182714767	0.7486586876
400	0.1826606533	0.7489677952
401	0.1826237205	0.7489677952
402	0.1824041168	0.7481420314
403	0.1823032997	0.7486586876
404	0.1821910962	0.7486586876
405	0.1821860204	0.7486586876
406	0.1820263056	0.7495867769
407	0.1819699767	0.7495867769
408	0.1818895855	0.7498966515
409	0.1817828279	0.7498966515
410	0.1816854403	0.7495867769
411	0.1815865743	0.7498966515
412	0.1815792023	0.7504132231
413	0.1815713463	0.7504132231
414	0.1813570371	0.7502067825
415	0.1812837993	0.7502067825
416	0.1811359755	0.7510339123
417	0.1809621065	0.7510339123
418	0.1809398026	0.7510339123
419	0.1809245641	0.7510339123
420	0.1808877542	0.7507234394
421	0.1808334966	0.7510339123
422	0.180805945	0.7510339123
423	0.1807807244	0.7510339123
424	0.1806951582	0.7510339123
425	0.1805659537	0.7508278146
426	0.1805562352	0.750310559
427	0.1804205993	0.75
428	0.1802619668	0.75051717
429	0.1802320524	0.75051717
430	0.1801247496	0.7518610422
431	0.1800332941	0.7516556291
432	0.1799202257	0.7519668737
433	0.179849873	0.7524834437
434	0.1798419458	0.7524834437
435	0.1796393295	0.751761293
436	0.17957554	0.7520729685
437	0.1795559245	0.7520729685
438	0.1794641087	0.7529021559
439	0.1793686214	0.7525901368
440	0.1793600899	0.7525901368
441	0.1792858735	0.7529021559
442	0.1792341398	0.7529021559
443	0.1791662244	0.7529021559
444	0.1790746582	0.7534189805
445	0.1790575943	0.7534189805
446	0.1790329306	0.7534189805
447	0.1789246281	0.7534189805
448	0.1788535791	0.7540439652
449	0.1788258481	0.7540439652
450	0.1785849616	0.753935377
451	0.1784406149	0.7545605307
452	0.1782520294	0.755186722
453	0.1782442773	0.755186722
454	0.1781499767	0.7557030278
455	0.1780366256	0.7577639752
456	0.1778714854	0.7569358178
457	0.1778093313	0.7572493786
458	0.1776668091	0.7597348799
459	0.1776038311	0.7597348799
460	0.1775400212	0.7607615894
461	0.1775117749	0.7607615894
462	0.1773350263	0.7622203811
463	0.1772703479	0.7617074182
464	0.1770839595	0.7620232172
465	0.1769453067	0.7620232172
466	0.1767203487	0.7625362619
467	0.1764840505	0.7633651057
468	0.1764255154	0.7633651057
469	0.1763249018	0.7627329193
470	0.1761807787	0.7622203811
471	0.176094475	0.7622203811
472	0.1760784774	0.7622203811
473	0.1759847143	0.7622203811
474	0.1759405872	0.761589404
475	0.1758538484	0.7619047619
476	0.1757826857	0.7619047619
477	0.1756871619	0.761589404
478	0.1756114085	0.7622203811
479	0.1754992691	0.7619047619
480	0.1754836976	0.7619047619
481	0.1753137306	0.761589404
482	0.1751083515	0.7632450331
483	0.1750616517	0.7637567232
484	0.1748225464	0.7637567232
485	0.174732738	0.7640728477
486	0.1745537313	0.764389234
487	0.1743549818	0.7657284768
488	0.1742226842	0.7657284768
489	0.1741589268	0.7657284768
490	0.1740701911	0.7665562914
491	0.173942258	0.7659222498
492	0.1738283926	0.7667493797
493	0.1736836197	0.7670666115
494	0.1735812587	0.7670666115
495	0.1734668167	0.766873706
496	0.1733621183	0.766873706
497	0.1732073174	0.7678940836
498	0.1729954634	0.7675765095
499	0.1729118944	0.7675765095
500	0.1727662232	0.7685950413
501	0.1726416699	0.7689127739
502	0.1725967285	0.7689127739
503	0.172530576	0.7689127739
504	0.1724147592	0.7675765095
505	0.1721956307	0.7685950413
506	0.172085838	0.7682775713
507	0.172037729	0.767768595
508	0.1719782137	0.7685950413
509	0.1718312132	0.7691036762
510	0.1718157327	0.769611891
511	0.1717187119	0.7692942633
512	0.1715566536	0.7692942633
513	0.1715237536	0.7692942633
514	0.1713683588	0.7699297811
515	0.1712876371	0.7699297811
516	0.1712304508	0.7704376548
517	0.1711474989	0.7704376548
518	0.1709603774	0.7709451094
519	0.1708874834	0.7712634187
520	0.1708597746	0.7712634187
521	0.170739921	0.7732893652
522	0.170650742	0.7736082474
523	0.1705621363	0.7737948084
524	0.1704584391	0.7737948084
525	0.1703723814	0.7736082474
526	0.170259535	0.7742998353
527	0.1701886117	0.7739810622
528	0.1700828151	0.7729707458
529	0.1699980153	0.7739810622
530	0.1699062279	0.773476112
531	0.1698918501	0.773476112
532	0.1697767984	0.7749897162
533	0.1697086913	0.7763157895
534	0.1696869719	0.7763157895
535	0.1695724044	0.7768187423
536	0.1694624095	0.7756278304
537	0.1693629148	0.7756278304
538	0.1693312528	0.7761316872
539	0.1692519909	0.7772745986
540	0.1691230103	0.7772745986
541	0.1689775696	0.7777777778
542	0.1689741818	0.7777777778
543	0.1688940601	0.7772745986
544	0.1686944144	0.7780979827
545	0.1685788717	0.7789213668
546	0.1684255336	0.7794238683
547	0.1682532264	0.7799259564
548	0.1681279088	0.7799259564
549	0.1680924963	0.7799259564
550	0.1680208244	0.7799259564
551	0.1679427936	0.7799259564
552	0.1678791824	0.780568135
553	0.1678142362	0.7807486631
554	0.1677526396	0.7807486631
555	0.1676860489	0.7808896211
556	0.1675422547	0.7817133443
